,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,oge_id,case_id,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,serialid_x,nname_x,nzip,snum_x,Unnamed: 0_y,dba,location_address,location_city,location_zip_code,district,county_number,county_name,license_type_code,license_number,inspection_number,visit_number,inspection_class,inspection_type,inspection_disposition,inspection_date,number_of_critical_violations,number_of_noncritical_violations,number_of_total_violations,number_of_high_priority_violations,number_of_intermediate_violations,number_of_basic_violations,pda_status,approved_source,original_container,time_and_temperature_control,facilities_to_maintain_ph_tcs,food_and_food_equipment_thermometers,ph_tcs_foods_properly_thawed,unwrapped_or_ph_tcs_food_not_re_served,food_protection_cross_contamination,bare_hand_contact_with_rte_food_aop,in_use_food_dispensing_utensils,employee_health_knowledge,hands_washed_and_clean,clean_clothes_hair_restraints,food_contact_and_nonfood_contact,violation15,dishwashing_facilities,violation17,violation18,violation19,violation20,wiping_cloths_clean_and_soiled_linens,food_contact_surfaces_clean,non_food_contact_surfaces_clean,storage_handling_of_clean_equipment,single_service_and_single_use_items,violation26,water_source_safe_hot,sewage_and_wastewater,plumbing_installed,violation30,handwash_sinks,bathrooms,garbage_and_refuse,violation34,no_presence_or_breeding_of_pests,floors_walls_ceilings,violation37,lighting_provided_as_required,violation39,employee_personal_belongings,chemicals_toxic_substances,cleaning_and_maintenance_equip,complete_separation_from_living_area,violation44,fire_extinguishing_equipment,exits_not_blocked_or_locked,electrical_wiring_outlets_in_good_repair,gas_appliances_boiler_certificate,flammable_combustible_materials,current_license_properly_displayed,other_conditions_sanitary_and_safe_operation,misrepresentation_misbranding,food_management_certification_valid,florida_clean_indoor_air_act,automatic_gratuity_notice,violation56,violation57,violation58,license_id,inspection_visit_id,serialid_y,id,nname_y,snum_y,score,jw,match
19912,19912,19912,3632,Columbia Restaurant,"Columbia Restaurant of Celebration, Inc",649 Front St.,Kissimmee,FL,34747.0,7221.0,100864,1698867,Full-Service Restaurants,1,0.0,0,0.0,0,2011-08-01,2013-07-31,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,100865,columbia restaurant,34747,649,11117,COLUMBIA REST,649 FRONT ST,CELEBRATION,34747,D4,59,Osceola,2010,5907271,2401197,1,Food,Routine - Food,Warning Issued,2014-11-24,,,11,2.0,3.0,6.0,Y,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220873,5292288,80660,80659,columbia rest,649,29.237460949834105,0.9368421052631579,1
21067,21067,21067,9020,Lighthouse Lobster Feast,"SMK 26, Inc",7675 West Irlo Bronson Memorial Highway,Kissimmee,FL,34747.0,722110.0,83185,1672104,Full-Service Restaurants,17,0.0,11,13040.77,11,2010-12-17,2012-12-16,17,,13040.77,11,6781.27,6259.5,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,83186,lighthouse lobster feast,34747,7675,27153,LIGHTHOUSE LOBSTER FEAST,7675 W IRLO BRONSON HIGHWAY,KISSIMMEE,34747,D4,59,Osceola,2010,5900608,2469109,1,Food,Routine - Food,Warning Issued,2015-06-10,,,15,3.0,3.0,9.0,Y,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5328994,5475683,80088,80087,lighthouse lobster feast,7675,29.237460949834105,1.0,1
23309,23309,23309,14955,The Palm Hotel & Villas,Palms Rental Program LLC,3100 Parkway Blvd,Kissimmee,FL,34747.0,721110.0,109911,1720538,Hotels (except Casino Hotels) and Motels,1,0.0,0,0.0,0,2013-07-15,2014-02-20,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,109912,the palm hotel & villas,34747,3100,34561,PALMS HOTEL & VILLAS,3100 PARKWAY BLVD,KISSIMMEE,34747,D4,59,Osceola,2010,5901630,2433940,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-10-30,,,3,0.0,2.0,1.0,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5889469,5342306,80352,80351,palms hotel & villas,3100,20.272238634675556,0.8113272311212815,1
23986,23986,23986,7254,Hometowne Sport Grille,Spangler Entertainment LLC,4543 Pleasant Hill Road,Kissimmee,FL,34759.0,722410.0,152576,1739570,Drinking Places (Alcoholic Beverages),5,0.0,3,884.2,3,2014-04-09,2014-09-15,5,,884.2,3,39.65,844.55,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,152577,hometowne sport grille,34759,4543,21275,HOMETOWN SPORTS GRILL,4543 PLEASANT HILL RD UNIT F,KISSIMMEE,34759,D4,59,Osceola,2010,5911359,2432090,2,Food,Routine - Food,Call Back - Admin. complaint recommended,2014-12-29,,,9,0.0,4.0,5.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5851949,5450317,82041,82040,hometown sports grill,4543,29.237460949834105,0.9722943722943724,1
24288,24288,24288,3899,Crab Stop,"4 VENTURES, INC.",3749 S. Kirkman Road,Orlando,FL,32811.0,722211.0,203341,1471436,Limited-Service Restaurants,5,0.0,4,16671.42,4,2005-05-29,2007-05-26,5,,16671.42,4,0.0,16671.42,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,203342,crab stop,32811,3749,11902,CRAB STOP,3749 S. KIRKMAN ROAD-SUITE A,ORLANDO,32811,D4,58,Orange,2010,5808809,2402779,2,Food,Routine - Food,Call Back - Admin. complaint recommended,2014-12-03,,,2,0.0,1.0,1.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2734555,5426374,71560,71559,crab stop,3749,29.237460949834105,1.0,1
28959,28959,28959,1907,"Benito's Italian Cafe & Pizzeria, Inc","Benito's Italian Cafe & Pizzeria, Inc",9475 Phillips Highway,Jacksonville,FL,32256.0,722110.0,5042,1526216,Full-Service Restaurants,1,0.0,1,0.0,0,2006-11-04,2008-11-03,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,5043,"benito's italian cafe & pizzeria, inc",32256,9475,3728,BENITO'S ITALIAN CAFE & PIZZERIA,9475 PHILIPS HWY #8,JACKSONVILLE,32256,D5,26,Duval,2010,2613803,2453213,3,Food,Complaint Partial,Call Back - Complied,2014-09-22,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5930948,5421913,96503,96502,benito's italian cafe & pizzeria,9475,29.237460949834105,0.972972972972973,1
29647,29647,29647,2387,Broadway Ristorante & Pizzeria,"Broadway Ristorante & Pizzeria IX, Inc.",10920 Baymeadows Road,Jacksonville,FL,32256.0,722211.0,35010,1576299,Limited-Service Restaurants,30,2640.0,28,1905.62,27,2008-08-25,2010-08-24,28,,1905.62,27,1367.33,538.29,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1,2640.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,35011,broadway ristorante & pizzeria,32256,10920,5438,BROADWAY RISTORANTE & PIZZERIA,10920 BAYMEADOWS RD STE 3,JACKSONVILLE,32256,D5,26,Duval,2010,2612753,2411215,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-20,,,17,6.0,2.0,9.0,Y,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878994,5308302,95133,95132,broadway ristorante & pizzeria,10920,29.237460949834105,1.0,1
29876,29876,29876,2435,Buca Di Beppo Inc.,Buca Inc,10334 Southside Blvd,Jacksonville,FL,32256.0,722110.0,202390,1523108,Full-Service Restaurants,1,0.0,0,0.0,0,2006-09-24,2008-09-21,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,202391,buca di beppo inc.,32256,10334,5642,BUCA DI BEPPO,10334 SOUTHSIDE BLVD,JACKSONVILLE,32256,D5,26,Duval,2010,2613218,2401582,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-01,,,10,3.0,3.0,4.0,Y,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2422154,5292888,95715,95714,buca di beppo,10334,29.237460949834105,0.9444444444444444,1
30566,30566,30566,3133,Charley's Grilled Subs,Charley's Grilled Subs,10300 Southside Blvd,Jacksonville,FL,32256.0,722211.0,44284,1608659,Limited-Service Restaurants,3,0.0,2,342.29,2,2009-02-04,2011-02-03,3,,342.29,2,0.0,342.29,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,44285,charley's grilled subs,32256,10300,8248,CHARLEY'S GRILLED SUBS,10300 SOUTHSIDE BLVD #FC5,JACKSONVILLE,32256,D5,26,Duval,2010,2611428,2425949,1,Food,Routine - Food,Administrative complaint recommended,2015-02-17,,,11,2.0,2.0,7.0,Y,1,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5444640,5329859,94340,94339,charley's grilled subs,10300,29.237460949834105,1.0,1
31721,31721,31721,3794,Convergy's Corp,Convergy's Corporation,8000 Baymeadows Way,Jacksonville,FL,32256.0,561330.0,129208,1397335,Professional Employer Organizations,0,0.0,1,0.0,0,2003-10-03,2005-04-08,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,129209,convergy's corp,32256,8000,11398,CONVERGY,"8000 BAYMEADOWS WAY, BLDG 1 1ST FL",JACKSONVILLE,32256,D5,26,Duval,2015,2612875,1103882,1,Food,Food-Licensing Inspection,Inspection Completed - No Further Action,2014-08-11,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5904314,5368522,95313,95312,convergy,8000,29.237460949834105,0.9066666666666666,1
32409,32409,32409,4305,Deer Creek Country Club,ClubCorp Golf Florida LLC.,7816 McLaurin Road North,Jacksonville,FL,32256.0,713910.0,180818,1474909,Golf Courses and Country Clubs,2,0.0,1,2837.16,1,2005-04-22,2007-04-13,2,R,2837.16,1,0.0,2837.16,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,180819,deer creek country club,32256,7816,13094,DEERCREEK COUNTRY CLUB,7816 MCLAURIN RD,JACKSONVILLE,322563457,D5,26,Duval,2010,2610399,2392632,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-11-26,,,10,1.0,0.0,9.0,Y,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175506,5274966,94004,94003,deercreek country club,7816,29.237460949834105,0.9322134387351779,1
33567,33567,33567,5966,Four Points by Sheraton,"Baymeadows Lodging, Inc.",8520 Baymeadows Road,Jacksonville,FL,32256.0,72111.0,21080,1558115,Hotels (except Casino Hotels) and Motels,7,0.0,7,5873.71,6,2008-02-27,2010-02-26,7,,5873.71,6,0.0,5873.71,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,21081,four points by sheraton,32256,8520,17744,FOUR POINTS BY SHERATON,8520 BAYMEADOWS RD,JACKSONVILLE,32256,D5,26,Duval,2010,2614128,2409120,3,Food,Routine - Food,Admin. Complaint Callback Complied,2015-01-08,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689079,5489178,96951,96950,four points by sheraton,8520,29.237460949834105,1.0,1
35014,35014,35014,6791,HSS @ Residence Inn,"Hospitality Staffing Solutions, LLC",10551 Deerwood Park Blvd,Jacksonville,FL,32256.0,541612.0,90785,1690174,Human Resources Consulting Services,0,0.0,0,0.0,0,2011-04-16,2013-04-15,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,90786,hss @ residence inn,32256,10551,38868,RESIDENCE INN,10551 DEERWOOD PARK BLVD,JACKSONVILLE,32256,D5,26,Duval,2010,2612646,2409008,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-21,,,8,2.0,3.0,3.0,Y,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3679011,5305092,95023,95022,residence inn,10551,20.272238634675556,0.766531713900135,1
35167,35167,35167,7002,Healthy Eats,"MCZ USA, Inc.",10300 Southside Blvd,Jacksonville,FL,32256.0,722211.0,44558,1609569,Limited-Service Restaurants,1,0.0,0,0.0,0,2009-07-27,2011-02-09,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,44559,healthy eats,32256,10300,20625,HEALTHY EATS,10300 SOUTHSIDE BLVD #308,JACKSONVILLE,32256,D5,26,Duval,2010,2613319,2432553,2,Food,Routine - Food,Call Back - Complied,2014-10-15,,,6,0.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5554721,5438955,95895,95894,healthy eats,10300,29.237460949834105,1.0,1
36767,36767,36767,7892,"Jacksonville,Chrysler,Jeep,Dodge","TT of Jacksonville, Inc.",11101 Nursery Field Drive,Jacksonville,FL,32256.0,44111.0,132039,1405466,New Car Dealers,2,0.0,2,4792.12,2,2004-04-01,2005-07-12,2,,4792.12,2,0.0,4792.12,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,132040,"jacksonville,chrysler,jeep,dodge",32256,11101,23041,JACKSONVILLE DODGE,11101 NURSERY FIELD'S DR,JACKSONVILLE,32256,D5,26,Duval,2010,2613527,2452299,1,Food,Routine - Food,Warning Issued,2015-02-05,,,10,3.0,3.0,4.0,Y,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2800401,5418499,96139,96138,jacksonville dodge,11101,20.272238634675556,0.8657271241830066,1
38367,38367,38367,8687,La Nopalera #10,"La Nopalera Mexican Restaurant #10, Inc.","8206 Philips Highway, Unit 29",Jacksonville,FL,32256.0,722110.0,59315,1630908,Full-Service Restaurants,0,0.0,0,0.0,0,2011-06-14,2011-12-30,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,59316,la nopalera #10,32256,8206,26059,LA NOPALERA MEXICAN RESTAURANT,8206 PHILIPS HWY STE 29,JACKSONVILLE,32256,D5,26,Duval,2010,2613945,2406856,3,Food,Routine - Food,Call Back - Complied,2014-09-16,,,8,0.0,3.0,5.0,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3441232,5416450,96694,96693,la nopalera mexican restaurant,8206,20.272238634675556,0.8400000000000001,1
38605,38605,38605,9444,Mandaloun Restaurant,"Mandaloun, Inc.",9862 Old Baymeadows Road,Jacksonville,FL,32256.0,722110.0,80296,1665642,Full-Service Restaurants,1,0.0,0,0.0,0,2010-10-15,2012-10-14,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,80297,mandaloun restaurant,32256,9862,28906,MANDALOUN,9862 OLD BAYMEADOWS RD,JACKSONVILLE,32256,D5,26,Duval,2010,2607925,2411441,2,Food,Routine - Food,Emergency Order Callback Complied,2014-08-15,,,5,0.0,1.0,4.0,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3891933,5394727,93404,93403,mandaloun,9862,20.272238634675556,0.89,1
