,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum
2735,Mi Pan,"VenFood Distributers, Inc.",15990 NW 49th Ave,Hialeah,FL,33014.0,mi pan,33014,15990
2744,"Master Carwash, L.L.C.","Master Carwash, L.L.C.",15180 Biscayne Blvd.,North Miami Beach,FL,33160.0,master carwash llc,33160,15180
2745,MSGI Corporation,Multi-Services Group International,"1511 N. Westshore Blvd, Ste 420",Tampa,FL,33607.0,msgi corporation,33607,1511
2748,In the Kitchen,"In the Kitchen, Inc.",1950 San Marco Blvd,Jacksonville,FL,32207.0,in the kitchen,32207,1950
2773,Joseph Horace Mathis,Joseph Horace Mathis,803 Savannnah,Branford,FL,32008.0,joseph horace mathis,32008,803
2775,Elma Kent,Elma Kent,201 Senter Street,Branford,FL,32008.0,elma kent,32008,201
2779,Energy Chevron,,3264 NW 32nd Avenue,Miami,FL,33142.0,energy chevron,33142,3264
2793,Little Italy,,"2601 Military Trail, Unit 16",West Palm Beach,FL,33415.0,little italy,33415,2601
2800,Emperors Gentleman's Club Inc.,Emperors Gentleman's Club Inc.,4923 West University Blvd,Jacksonville,FL,32216.0,emperors gentlemans club inc,32216,4923
2838,SCD Marketing,SCD Marketing Inc.,"113 Concord St., Ste. A",Casselberry,FL,32707.0,scd marketing,32707,113
2839,Bats Taxi,"Bay Area Taxi Service, Inc",5201 Gulf Blvd,Saint Petersburg,FL,33706.0,bats taxi,33706,5201
2840,Lakeland Ledger Publishing Corporation,Lakeland Ledger Publishing Corporation,300 W Lime Street,Lakeland,FL,33815.0,lakeland ledger publishing corporation,33815,300
2865,Wendy's,"B T Foods, Inc.",14900 SW 31 Street,Miramar,FL,33027.0,wendys,33027,14900
2886,Fulton's Crab House,Levy World Limited Partnership,1670 Buena Vista Drive,Orlando,FL,32830.0,fultons crab house,32830,1670
2915,"Brevard Pools, Inc.","Brevard Pools, Inc.",128 6th Ave.,Indialantic,FL,32903.0,brevard pools inc,32903,128
2919,Butrico Groves,Lee Bird,6065 Magnolia Street,Mims,FL,32754.0,butrico groves,32754,6065
2920,CORAL SPRINGS #1 SUPER BUFFET INC,Coral Springs Super Buffet,2101  N. University Dr.,Coral Springs,FL,33071.0,coral springs #1 super buffet inc,33071,2101
2926,"Prestige Custom Cabinets, LLC","Prestige Custom Cabinets, LLC",1468 N. Goldenrod Road,Orlando,FL,32807.0,prestige custom cabinets llc,32807,1468
2927,KMC Shell,KMC Shell Division LLC,"6601 Lyons Rd, Suite E7",Coconut Creek,FL,33073.0,kmc shell,33073,6601
2928,Barben Fruit Company,Barben Fruit Company Inc,Box 1056,Avon Park,FL,33825.0,barben fruit company,33825,Box 1056
2931,Dragon Gourmet Buffet,"Dragon Gourmet Buffet, Inc.",1091 S. University Drive,Plantation,FL,33324.0,dragon gourmet buffet,33324,1091
2944,"Popoca, Servando HP","Popoca, Servando HP","710 91 Mine Road, #5",Bartow,FL,33830.0,popoca servando hp,33830,710
2959,Mel's Diner Bonita Springs,"Karezi, Inc.",28601 Trails Edge Blvd,Bonita Springs,FL,34134.0,mels diner bonita springs,34134,28601
3017,I.A.P. Worldwide Services Inc,"I.A.P. World Services, Inc.",7315 N Atlantic Avenue,Cape Canaveral,FL,32920.0,iap worldwide services inc,32920,7315
3022,Right Guest Services,"Right Enterprises, Inc.","2740    S.  W.  Martin Downs Bvd., #255",Palm City,FL,34990.0,right guest services,34990,2740
3024,"Upright Construction, Inc","Upright Construction, Inc",97012 Laffites Way,Yulee,FL,32097.0,upright construction inc,32097,97012
3034,Sneaky Pete's Restaurant,"Sneaky Pete's Restaurant II, Inc.",5088 SEMINOLE PRATT WHITNEY RD,Loxahatchee,FL,33470.0,sneaky petes restaurant,33470,5088
3037,"Mackail and Sterling CPAs amd Associates, PA",Mackail & Sterling CPAs & Associates,"636 U S Highway 1, Suite 118",North Palm Beach,FL,33408.0,mackail and sterling cpas amd associates pa,33408,636
3039,Walpole,"Walpole, Inc.",269 NW 9 Street,Okeechobee,FL,34973.0,walpole,34973,269
3041,Chenega intergrated Systems LLC,"Chenega Intergrated System, LLC",4651 Salisbury Road  Suite 251,Jacksonville,FL,32256.0,chenega intergrated systems llc,32256,4651
3046,Bared Mechanical,"The Bared Company of Miami, Inc",7841 NW 56th Street,Miami,FL,33126.0,bared mechanical,33126,7841
3057,E MAN Atlantic LLC,E MAN Atlantic LLC,2040 S. Ridgewood Avenue,Daytona Beach,FL,32119.0,e man atlantic llc,32119,2040
3070,Haagen-Dazs,"Nana's Sweets, LLC",8021 Citrus Park Town Center,Tampa,FL,33625.0,haagen-dazs,33625,8021
3071,Too Jay's Original Goumet,Too Jay's Management Corp.,2880 University Dr,Coral Springs,FL,33065.0,too jays original goumet,33065,2880
3092,BKTT,Brickell Key Tours & Transportation,3350 NW  N River Drive,Miami,FL,33142.0,bktt,33142,3350
3107,Cemex,"Cemex, Inc.",445 Canaveral Groves Blvd.,Cocoa,FL,32926.0,cemex,32926,445
3135,Mel's Diner (Naples),"Mel's-Naples, Inc.",3650 TAMIAMI TRAIL NORTH,Naples,FL,34103.0,mels diner (naples),34103,3650
3137,Mel's Diner (Golden Gate),"The Gathering at Golden Gate, LLC",12035  Collier   Blvd,Naples,FL,34116.0,mels diner (golden gate),34116,12035
3140,Tilden Brake World,"J & L of the Palm Beaches, Inc.",905 Hypoluxo Road,Lake Worth,FL,33462.0,tilden brake world,33462,905
3307,Slack Timber Inc.,Slack Timber,P.O. Box 835,Williston,FL,32696.0,slack timber inc,32696,835
3332,Diary Queen Orange Julius,"Cool Treats, Inc",2200 E Fowler Avenue,Tampa,FL,33612.0,diary queen orange julius,33612,2200
3341,Mirage Yachts,"Mirage Yacht, LLC",4365 NW 128 Street,Miami,FL,33054.0,mirage yachts,33054,4365
3354,Jody Land Farms - AGER,Jody Land Farms,PO Box 994,Branford,FL,32008.0,jody land farms - ager,32008,994
3356,"Cintas, Inc.","Cintas, Inc.",7101 Parke East Blvd.,Tampa,FL,33610.0,cintas inc,33610,7101
3361,DCC LEE Enterprises dba McDonalds #33318,"DCC Lee Enterprises, Inc",10135 San Jose Blvd,Jacksonville,FL,32257.0,dcc lee enterprises dba mcdonalds #33318,32257,10135
3362,DCC LEE Enterprises Inc dba McDonalds #35239,DCC LEE Enterprises Inc,235 East State Street,Jacksonville,FL,32202.0,dcc lee enterprises inc dba mcdonalds #35239,32202,235
3416,"Electronic Parts Unlimited, Inc.","Electronic parts Unlimited, Inc.",2629 US Hwy 19,Holiday,FL,34691.0,electronic parts unlimited inc,34691,2629
3488,Latt Maxcy Corporation,The Latt Maxcy Corporation,181 Hwy. 630 East,Frostproof,FL,33843.0,latt maxcy corporation,33843,181
3490,Jani-King of Melbourne,Fahem Alam,1580 Fairlee Avenue NW,Melbourne,FL,32901.0,jani-king of melbourne,32901,1580
3528,CVS Store  No.5815,"CVS/Pharmacy, Inc.",102 S Dale Mabry,Tampa,FL,33609.0,cvs store  no5815,33609,102
3545,J.W. Marriott,"MG Hospitality Services, Inc.",9090 S. Dadeland Blvd.,Miami,FL,33156.0,jw marriott,33156,9090
3553,"RV Zone, The",The RV Zone,119 Wrecker Hwy,Auburndale,FL,33823.0,rv zone the,33823,119
3575,Rock N Roll Ribs,"Rock N Roll Ribs, Inc.",4651 State Road 7,Coral Springs,FL,33073.0,rock n roll ribs,33073,4651
3585,Pizza Hut,"NPC International, Inc.",2316 N. Alexander St,Plant City,FL,33566.0,pizza hut,33566,2316
3593,2 Stix Inc,"2 Stix, Inc.",4731 Bayou Blvd,Pensacola,FL,32503.0,2 stix inc,32503,4731
3612,Onestop Jerk Center Restaurant,Onestop Jerk Center Restaurant,2108 N Howard Ave,Tampa,FL,33607.0,onestop jerk center restaurant,33607,2108
3622,"Wherry Truck Lines, Inc.","Wherry Truck LInes, Inc.",5790 Country Lake Dr,Fort Myers,FL,33905.0,wherry truck lines inc,33905,5790
3630,"Saffold Farms, LLC","Saffold Farms, LLC",P.O. Box 12,Wimauma,FL,33598.0,saffold farms llc,33598,12
3645,Nick's Tomato Pie,"Nick's Tomato Pie, Inc.",1697 W. Indiantown Road,Jupiter,FL,33458.0,nicks tomato pie,33458,1697
3648,"Jose O. Olvera, FLC","Jose O. Olvera, FLC",P.O. Box 2589,Immokalee,FL,34143.0,jose o olvera flc,34143,2589
3653,Rana Furniture Inc,Rana Furniture Inc,5891 SW 8th Street,Miami,FL,33144.0,rana furniture inc,33144,5891
3654,City of Inverness,City of Inverness,212 W Main St,Inverness,FL,34450.0,city of inverness,34450,212
3691,FLC Gregory Lucas,Gregory Lucas,1207 Padgett Circle,Lady Lake,FL,32159.0,flc gregory lucas,32159,1207
3701,Pronto Wash,Pronto Wash,2223 N. West Shore Blvd,Tampa,FL,33607.0,pronto wash,33607,2223
3702,Vanessa Williams,Vanessa Williams,423 C. Street,Lake Wales,FL,33853.0,vanessa williams,33853,423
3723,67th Ave Store d/b/a 7 Eleven,"67th Ave Store, Inc.",18714 NW 67 Ave,Hialeah,FL,33015.0,67th ave store d/b/a 7 eleven,33015,18714
3733,The Thirsty Marlin,"Thirsty Marlin, Inc.",1023 Florida Ave,Palm Harbor,FL,34683.0,the thirsty marlin,34683,1023
3750,BT Restaurant,TJZ LLC,2507 S MacDill #B,Tampa,FL,33629.0,bt restaurant,33629,2507
3758,Orange Field Citrus Inc.   AGER,Orangefield Citrus Inc.,7755 Starr Lake Road,Bartow,FL,33830.0,orange field citrus inc   ager,33830,7755
3776,U.S. Postal Service,U.S. Posta Service,2200 NW 72 Avenue,Miami,FL,33152.0,us postal service,33152,2200
3795,Sylvia Jones FLC,Sylvia Jones FLC,PO Box 223,Hastings,FL,32145.0,sylvia jones flc,32145,223
3820,Silas Farm AGER,James Silas,1370 S. Forbes Rd,Plant City,FL,33566.0,silas farm ager,33566,1370
3839,Burger King,Burger King,2301 E. Hallandale Beach Blvd,Hallandale,FL,33009.0,burger king,33009,2301
3847,Alico Inc,,10070 Daniels Interstate Ct,Fort Myers,FL,33913.0,alico inc,33913,10070
3855,"Alvarez Citrus, Inc. - FLC","Alvarez Citrus, Inc.",612 Catfish Creek Road,Lake Placid,FL,33852.0,alvarez citrus inc - flc,33852,612
3857,"Celaya, Luis - HP","Celaya, Luis - HP",119 US 27 South,Lake Placid,FL,33852.0,celaya luis - hp,33852,119
3860,7-Eleven,Five Moons Inc,100 Palm Harbor Blvd,Palm Harbor,FL,34684.0,7-eleven,34684,100
3869,Farm N 4 U,Farm N 4 U LLC,1505 Joe McIntosh Rd,Plant City,FL,33565.0,farm n 4 u,33565,1505
3927,"Mier, Rey-FLC","Mier, Rey",1109 Huss Rd,Wauchula,FL,33873.0,mier rey-flc,33873,1109
3931,"Johnson Harvesting, Inc","Johnson Harvesting, Inc",320 N 6th Ave,Wauchula,FL,33873.0,johnson harvesting inc,33873,320
3945,"The Parts House, location #6",TPH Acquisition LLLP,2200 Avenue L,West Palm Beach,FL,33404.0,the parts house location #6,33404,2200
3947,"Paloma Harvesting, Inc FLC","Paloma Harvesting, Inc",217 West Oak St,Arcadia,FL,34266.0,paloma harvesting inc flc,34266,217
3950,"Ben Hill Griffin, Inc","Ben Hill Griffin, Inc",72 North Ave,Frostproof,FL,33843.0,ben hill griffin inc,33843,72
3962,Cote France,"Florida French Cafe, LLC",100 Plaza Real South,Boca Raton,FL,33432.0,cote france,33432,100
3967,Southeast Commercial Cleaning,Southeast Commercial Cleaning,2450 North Powerline Road,Pompano Beach,FL,33069.0,southeast commercial cleaning,33069,2450
3996,JF Kicks,Sidelines Bar and Grille of Valrico,3345 Lithia Pinecrest Rd,Valrico,FL,33596.0,jf kicks,33596,3345
4026,"McKenna Harvesting, Inc. - AGER","Mckenna Harvesting, Inc.",70 Mammoth Grove Rd.,Lake Wales,FL,33898.0,mckenna harvesting inc - ager,33898,70
4028,"Merlo, Augustin","Merlo, Agustin HP",1567 Oak Avenue,Lake Placid,FL,33852.0,merlo augustin,33852,1567
4066,Excelsior Defense Inc.,"Excelsior Defense, Inc.",5201 Raymond St,Orlando,FL,32803.0,excelsior defense inc,32803,5201
4102,"G & D Farms, Inc - HP","G & D Farms, Inc",100 Stearn Ave,Plant City,FL,33566.0,g & d farms inc - hp,33566,100
4103,IFPA,International Fitness Professional Assoc. Inc,14509 University Point Place,Tampa,FL,33613.0,ifpa,33613,14509
4133,Reilly Dairy & Food Co.,Reilly Dairy & Food Co.,6603 S. Trask St.,Tampa,FL,33681.0,reilly dairy & food co,33681,6603
4135,Number 9 Eatery,Number 9 Eatery,8912 SR 84,Davie,FL,33325.0,number 9 eatery,33325,8912
4144,1st Stop Grocery,"1st Stop Grocery, Inc.",14113 US Hwy 98,Dade City,FL,33525.0,1st stop grocery,33525,14113
4157,"Kinard, Janice HP","Kinard, Janice HP",5402 Bob Head Rd.,Plant City,FL,33565.0,kinard janice hp,33565,5402
4162,Vecky Bakery,"Dely Bakery, Inc.",17537 Pines Blvd,Pembroke Pines,FL,33029.0,vecky bakery,33029,17537
4199,Bayshore Inn,Travel Enterprises LLC,3512 US 41 North,Palmetto,FL,34221.0,bayshore inn,34221,3512
4218,Central Building Maintenance,Central Building Maintenance Inc,PO Box 953488,Lake Mary,FL,32795.0,central building maintenance,32795,953488
4241,"Varn Citrus, Inc.","Varn Citrus, Inc.",12101 Orange Ave.,Fort Pierce,FL,34954.0,varn citrus inc,34954,12101
4245,"Benesouthbeach, Inc",Sisley,"19575 Biscayne Blvd, S-1613",Miami,FL,33180.0,benesouthbeach inc,33180,19575
4263,"De Vane Harvesting, Inc.","Kenneth De Vane, Inc.",PO Box 58,Fort Meade,FL,33841.0,de vane harvesting inc,33841,58
4267,Truckers Plus HR,Truckers Plus HR,1130 F. South Semoran Blvd.,Orlando,FL,32808.0,truckers plus hr,32808,1130
4281,Fav's Italian Cucina,Fav's Italian Cucina Inc.,419 12th St W,Bradenton,FL,34205.0,favs italian cucina,34205,419
4287,Bayside Seafood,Bayside Burgers,500 US Hwy 98,Eastpoint,FL,32328.0,bayside seafood,32328,500
4297,Brighton Gardens of Tampa,"Sunrise Senior Living Services, Inc.",16702 N. Dale Mabry Highway,Tampa,FL,33618.0,brighton gardens of tampa,33618,16702
4299,CubaMax,CubaMax,1187 W 37 Street,Hialeah,FL,33012.0,cubamax,33012,1187
4301,"Wm. G. Roe & Sons, Inc.","Wm. G. Roe & Sons, Inc.",500 Avenue R SW,Winter Haven,FL,33880.0,wm g roe & sons inc,33880,500
4303,Mi Casa Mexician Restaurant,"MI Casa Mexican Restaurant & Cantina, LLC",10283 Big Ben Road,Riverview,FL,33569.0,mi casa mexician restaurant,33569,10283
4323,S. David & Company,S. David & Company,4856 Victor St.,Jacksonville,FL,32207.0,s david & company,32207,4856
4351,All Seasons Comfort Specialists,"Beachside Residential Services, LLC",12145 B Tamiami Trail,North Port,FL,34287.0,all seasons comfort specialists,34287,12145
4368,Florida Roof-Tech Corp.,Florida Roof-Tech Corp.,2730 W. 78th Street,Hialeah,FL,33016.0,florida roof-tech corp,33016,2730
4373,Inland Convenient Store,"Southwest Georgia Oil Company, Inc.",9160 Woodville Highway,Tallahassee,FL,32305.0,inland convenient store,32305,9160
4392,"New Harvest, Inc.","New Harvest, Inc.",7 Lykes Road,Lake Placid,FL,33852.0,new harvest inc,33852,7
4393,Hardee's of Bonifay,Geneva Enterprises LLC,2111 South Waukesha St.,Bonifay,FL,32425.0,hardees of bonifay,32425,2111
4401,McDonald's,"McDonald's U.S.A., L.L.C.",1876 Rockledge Blvd.,Melbourne,FL,32904.0,mcdonalds,32904,1876
4421,A & J Farms,"A & J Farms, Inc.",32790 SW 197 Avenue,Homestead,FL,33030.0,a & j farms,33030,32790
4427,"Marco Castaneda, FLC",Marco Castaneda,131 Cracker Swamp Rd,East Palatka,FL,32131.0,marco castaneda flc,32131,131
4438,"Jose Felix Santander, FLC",Jose Felix Santander,85 Primrose Lane,Quincy,FL,32351.0,jose felix santander flc,32351,85
4442,"Village Lawn Care, Inc.","Village Lawn Care, Inc.",P.O. Box 82112,Tampa,FL,33682.0,village lawn care inc,33682,82112
4447,"Rivera, Reynaldo FLC","Rivera, Reynaldo, FLC",1243 Polk Rd.,Wauchula,FL,33873.0,rivera reynaldo flc,33873,1243
4451,OHC Environmental,"OHC Environmental Engineering, Inc.",5118 N 56th St. #215,Tampa,FL,33610.0,ohc environmental,33610,5118
4458,"Jose L. Garcia, FLC",Jose Luis Garcia,120 Hancock Street,Immokalee,FL,34142.0,jose l garcia flc,34142,120
4460,"Victor Villagomez, FLC",Victor Villagomez,5120 Lake Trafford Road,Immokalee,FL,34142.0,victor villagomez flc,34142,5120
4496,"Maria Gonzalez, FLC",Maria Gonzalez,"373 Citrus Highlands Drive, E.",Bartow,FL,33830.0,maria gonzalez flc,33830,373
4505,Yu An Farms,"Yu An Farms, Co.",5797 Brough Road,Elkton,FL,32033.0,yu an farms,32033,5797
4507,Royal Picker,Royal Picker Inc,1720 NW 132 St,Miami,FL,33167.0,royal picker,33167,1720
4528,"First Farm, Inc.","Lee's Shiloh Farms, Inc.",1605 Country Walk Drive,Orange Park,FL,32003.0,first farm inc,32003,1605
4567,Aramark,Aramark,3000 NE 151 St,Miami,FL,33181.0,aramark,33181,3000
4577,Crook's Den,Crook Den LLC,126 Orange Avenue,Daytona Beach,FL,32114.0,crooks den,32114,126
4584,Crystal Bay Hotel,AROC Development Corp,7401 Central Ave.,Saint Petersburg,FL,33710.0,crystal bay hotel,33710,7401
4592,Acoma Roofing Inc.,"Acoma Roofing, Inc.",1492 Overcash Drive,Dunedin,FL,34698.0,acoma roofing inc,34698,1492
4595,"Medina, Franco FLC","Medina, Franco FLC",4217 7th St. West,Lehigh Acres,FL,33971.0,medina franco flc,33971,4217
4609,"Performance General Contractors of FL, Inc.","Performance General Contractors of FL, Inc.",5933 Greenhill Lane,Jacksonville,FL,32211.0,performance general contractors of fl inc,32211,5933
4633,Harbor Freight Tools,Harbor Freight Tools,3665 East Bay Drive Suite 160,Largo,FL,33771.0,harbor freight tools,33771,3665
4659,Dixon Harvesting,"Dixon Harvesting & Hauling, Inc.",2410 Avenue D,Fort Pierce,FL,34950.0,dixon harvesting,34950,2410
4664,"Handi Van, Inc",Handi-Van Inc.,55 NW 119th ST,Miami,FL,33168.0,handi van inc,33168,55
4710,Halstead Painting Co,"Halstead Painting Company, Inc.",1624 Douglas Ave.,Dunedin,FL,34698.0,halstead painting co,34698,1624
4711,Sarabande Golf & Country Club,"Crescendo Management, Inc.",26945 Bella Vista Blvd,Howey in the Hills,FL,34737.0,sarabande golf & country club,34737,26945
4715,"Commercial Lawn Care Services, Inc.","Commercial Lawn Care Services, Inc.",4807 110th Terrace North,Clearwater,FL,33762.0,commercial lawn care services inc,33762,4807
4729,Aaron Swift Plumbing & Leak Detection,"Aaron Swift, Inc.",121 Triple Diamond Blvd Unit 3,Nokomis,FL,34275.0,aaron swift plumbing & leak detection,34275,121
4737,North Ridge Hospital (Medical Center),Tenet Healthcare Corporation,5757 N. Dixie Hwy,Ft Lauderdale,FL,33311.0,north ridge hospital (medical center),33311,5757
4767,C R Higdon Developer LLC,C R Higdon Developer LLC,3501 West Navy Blvd,Pensacola,FL,32505.0,c r higdon developer llc,32505,3501
4793,Makinen,"Makinen, Inc.",949 NW 31st Avenue,Pompano Beach,FL,33069.0,makinen,33069,949
4803,Valencia Community College,VALENCIA COMMUNITY COLLEGE,701 North Econlockhatchee Trail,Orlando,FL,32825.0,valencia community college,32825,701
4830,Cesario Hernandez,Cesario Hernandez,451 Southeast 8th St.,Homestead,FL,33030.0,cesario hernandez,33030,451
4847,"South Beach Atrium, Inc.","South Beach Atrium, Inc.","1434 Collins Avenue, #500",Miami Beach,FL,33139.0,south beach atrium inc,33139,1434
4866,KLMA Internet Management,KLMA LLC,820 Godfrey Road,Miami Beach,FL,33139.0,klma internet management,33139,820
4890,Pepe's Latin Cafe,Cafe Pepe's of Citrus Park,8021 Citrus Park Town Center Mall,Tampa,FL,33625.0,pepes latin cafe,33625,8021
4895,"Corey Walker, FLC","Corey Walker, FLC","707 Merkerson St., P.O. Box 14",Hastings,FL,32145.0,corey walker flc,32145,707
4899,Hands of Grace,"Sumer & Sumer, Inc.",430 SE Mills Street,Mayo,FL,32066.0,hands of grace,32066,430
5004,Morgan Tire and Auto,Morgan Tire and Auto Inc.,Morgan Tire and Auto,Orlando,FL,32818.0,morgan tire and auto,32818,Morgan Tire and Auto
5041,Bishop's Body Shop,"Bishop Body Shop, Inc.",1111 W Canal,New Smyrna Beach,FL,32168.0,bishops body shop,32168,1111
5042,"Benito's Italian Cafe & Pizzeria, Inc","Benito's Italian Cafe & Pizzeria, Inc",9475 Phillips Highway,Jacksonville,FL,32256.0,benitos italian cafe & pizzeria inc,32256,9475
5043,Jeff's Lawn Care,Jeffrey L. Quinn,3636 Rayford Street,Jacksonville,FL,32205.0,jeffs lawn care,32205,3636
5063,"Albrite Cleaning Service, Inc.",,P.O. Box 222742,West Palm Beach,FL,33422.0,albrite cleaning service inc,33422,222742
5066,Shell,Zaralina Inc.,4190 West Flagler St.,Miami,FL,33142.0,shell,33142,4190
5070,"Seven-Eleven (7/11), Inc.",Southern Corporation,4401 Erlich Road,Tampa,FL,33624.0,seven-eleven (7/11) inc,33624,4401
5073,Subway,"Fowler Subway, Inc.",208 E. Cass St.,Tampa,FL,33602.0,subway,33602,208
5084,Residence Inn by Marriott,"Marriott International, Inc.",600 West Gaines Street,Tallahassee,FL,32310.0,residence inn by marriott,32310,600
5086,North Bay Exteriors,"North Bay Exteriors,LLC",230 Scooter Dr.,Panama City,FL,32408.0,north bay exteriors,32408,230
5087,The Rack,"Gardenia Blue, Inc. dba The Rack",1809 W. Plat Street,Tampa,FL,33609.0,the rack,33609,1809
5090,Hardee's #1507,Paradigm Investment Group/MBA,3702 South Ferdon Blvd,Crestview,FL,32536.0,hardees #1507,32536,3702
5095,Swain Pools & Spas,"Swain Pools & Spas, LLC",1223 W. Tharpe Street,Tallahassee,FL,32303.0,swain pools & spas,32303,1223
5096,New England Gypsum Inc.,Certified Building Concepts Inc.,1810 Hypoloxo Road,Lake Worth,FL,33462.0,new england gypsum inc,33462,1810
5183,BTN Products,"BTN Products, Inc.",264 Alhambra Circle,Coral Gables,FL,33134.0,btn products,33134,264
