"Data Source","World Development Indicators",

"Last Updated Date","2016-07-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Canada","CAN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","5630.62981318508","5605.11192600296","5791.12495970775","5966.04091963721","6468.92626131953","6909.89938001829","7359.08818834797","7630.16852831668","8030.41843424605","8532.90850294845","8962.20221346839","9300.71721488982","9903.77623412887","10297.9479832457","10820.6752700997","10436.9425653841","11043.8387617995","11762.4810892587","12231.8605425196","12384.1496066236","12763.7132517383","13196.8273092369","12937.2668835807","13409.7265870522","14290.4054159209","14800.0539665407","15302.587391238","15736.7608286252","16326.4175497304","16402.5713137806","16109.2799827282","16104.4697295674","16080.3464368729","16235.9915112364","16325.6572757551","16503.270423111","16572.6832457645","16608.5529826059","16385.4019617891","16625.386895394","16990.5783936795","16807.1449943536","16959.6007907659","17191.1541861346","17235.4117830911","17012.7816291161","16560.9959071866","16771.0778252738","16459.6864690137","15537.5915319149","15341.5026151532","15738.8248709045","15322.658525353","15519.3359650506","","",
"Central Europe and the Baltics","CEB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","2088.95393208505","2243.53733769121","2389.98886841707","2522.68155194247","2683.047694575","2848.02763022704","2984.65929182478","3124.94603249235","3161.26829932159","3306.05950777627","3276.89373435707","3318.64759461844","3435.79267760505","3562.33160568441","3645.79319651518","3761.36098977508","3867.97845664963","3934.07845614066","3948.02517487546","3743.96274855128","3475.2239869918","3220.43499662145","3146.8968239802","3172.28107690295","3297.92006085965","3427.98816649004","3382.28638528916","3337.9665746413","3280.65857367397","3343.03080981428","3425.90416040717","3449.18182849735","3582.11393388411","3669.76879476591","3732.16452912659","3880.20413715862","3979.83855309494","4043.95892399766","3835.98197757143","4012.91129638571","4097.94041006647","4094.53695037523","4076.01786479063","","",
"Switzerland","CHE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","3075.55031347677","3225.99402976725","3278.00617709773","3351.45279086067","3454.51932451097","3586.28881005493","3653.4289782261","3749.63387371209","3852.1921105708","4022.72542458616","4306.5086071119","4615.34821761809","4776.26739430847","5010.18891143931","5027.11938442664","4878.81296784543","5082.9003837205","5324.95995175424","5520.44672986998","5779.13737128368","5992.33345908351","6119.69580461291","6189.34243360789","6330.49338245799","6601.03867435906","6854.32738338564","6994.48534499035","7163.21477452008","7203.88583347009","7369.28667026132","7445.292016894","7538.40674190416","7430.29750861191","7235.09407611269","7155.48568409569","7283.3801587828","7393.53917291798","7341.61237291057","7481.43354691511","7646.84613964379","7845.63454779552","7992.27757572975","8031.4322256362","8195.1208345659","8205.82911852766","8305.37110156291","8360.57613549238","8163.29557600551","8305.92304197027","8021.22360366594","8174.53595945972","7928.19066988289","7886.34440438567","7807.30605416062","","",
"Channel Islands","CHI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","776.978762888439","802.697871580038","771.260953169491","814.133569392088","743.240066061519","781.256126445392","806.880266450084","847.917486599851","891.040973250885","917.632900553126","933.731877641389","900.758786201388","919.259717441331","979.582359699656","1000.28277478706","1039.96983794887","1065.84151829688","1133.09408526303","1220.94682202277","1250.19005110796","1327.8364757249","1473.50817892492","1533.02102466159","1608.95064404852","1768.35456932253","1952.13677113536","2096.60499093125","2204.80506314015","2422.08462690525","2527.62174096152","2655.67716674986","2752.41090866936","2919.97059240138","3084.0591338505","3112.21563897056","3237.21624833044","3353.15571849358","3350.7870387614","3307.55449939652","3316.18224056729","3590.30899109108","3810.11818371024","3878.90576793714","","",
"China","CHN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","151.989347346645","163.911928819183","175.933736988911","174.233353695785","199.039715406566","204.030364731354","220.657053065594","246.555772277797","267.374265354668","281.624687256366","285.817775698396","299.197921933712","317.020257790894","336.411641308803","362.812071852641","391.351624968363","426.554493166734","461.797518222997","487.373173021052","510.619854913516","548.953753106589","604.693683099136","662.63704558569","727.107359659684","770.280241190849","821.080859102296","852.740686543503","870.617222318398","913.963447975829","993.430457492011","1077.13802728309","1195.53811308966","1380.29105867743","1586.8665007812","1783.86770165373","2041.96503485835","2330.25946877004","2457.54177502821","2632.6630410288","2943.58995443689","3298.00391331196","3474.98361954401","3762.07694234481","","",
"Cote d'Ivoire","CIV","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","94.2125091615743","101.085090157983","111.103637772248","113.666340305292","122.305735578935","135.477022258427","144.249681275908","156.944434536336","193.114848990002","177.725641696637","183.79624065997","181.618235137297","173.393359194202","128.670947850392","147.567939580429","148.177670620473","166.819211028313","171.207472231489","157.432741139874","157.24266883798","145.623744590395","150.30382296739","141.780970475187","144.190330089075","173.83649650036","159.572394460535","170.170870381835","185.33257055576","174.682782511446","173.3266141775","182.089032583679","177.126879812837","175.456259166217","175.031439376322","173.77443251425","184.351819435615","190.16897947914","199.15223241294","204.318953163563","219.305794585626","200.978714407936","239.733026780866","252.376113944324","","",
"Cameroon","CMR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","146.643033009649","149.697787079848","147.245981576648","163.22022751492","168.341990306189","159.809033230731","149.367843045296","150.135769022113","149.533080937172","150.692092057418","191.606567268903","213.80417646998","206.743629200184","198.296477362873","217.029065711546","202.495772071432","201.96681960728","204.302507019546","205.087063853938","194.277568711917","187.766822567834","184.421984382115","186.573114335832","163.359335247829","156.28617527814","161.623882785387","171.040562242143","168.049651093448","172.808880404072","170.708751469844","160.923690976603","151.137398317488","163.079545823465","187.914856005148","182.37988538533","240.736342406769","249.133823598786","262.794591306123","261.176829017398","258.320930464318","253.751764105087","260.763319982448","278.058342367078","","",
"Congo, Rep.","COG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","55.9516171107312","57.0701857599318","62.1562622092658","62.9189074628447","65.5355993230558","67.9785911093981","69.6491017688449","71.185640973749","74.863174690075","82.1451882900924","68.9881539794038","103.098178773289","98.0892418972187","147.137242509826","111.343182725681","173.626588018179","177.103191217861","165.746149385457","167.822056982043","171.802082325044","182.847813887047","175.752025820438","159.221727296183","143.398174465766","150.6645593227","153.796465757217","128.75664923696","110.734433430827","69.5917405487985","96.1640822971573","105.845597969523","117.290635448116","117.362295906667","108.421985399954","121.321600440298","130.666551998213","130.797582666898","141.672956719825","151.868514265263","147.316406620827","148.895195257377","222.108782909196","233.937611478782","","",
"Colombia","COL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","403.635452132736","389.470632294231","420.832452463103","459.269245541829","441.65341888177","456.178653966535","498.241197378557","551.690631243356","589.374079564025","618.03514000066","614.603998908232","638.333246403248","642.299266994656","696.176043280542","729.370212248376","781.281082470418","757.695612895378","776.484795560393","821.93185540447","841.864142583751","842.288676759047","753.824319084034","846.190251351216","883.972613278697","895.385340198355","887.801637045245","895.863205898532","874.444318901595","810.687707328905","829.398921031476","850.425172331374","858.62062686498","862.518343371691","898.344231812462","895.816801675272","947.126618861539","974.385215954507","974.217879695316","1049.97600419726","1077.98447501128","1121.39593710753","1149.95369767781","1177.10643213986","","",
"Comoros","COM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","604.730594627169","650.728692872492","674.936264370581","717.644873336658","729.947888109621","765.515279629206","797.200016125182","849.457207876079","858.294207953899","931.650113066163","963.682808591405","934.489360664106","919.71526665565","991.438363889837","1009.80466488","1080.69087100043","1149.98394966392","1148.89830738718","1083.81945661294","1080.10545240075","1131.10559273775","1417.97466310439","1345.40355372111","1279.74143618282","1293.96099318556","1262.25660898376","1373.16796665513","1326.12441202335","1449.0513091998","1521.09949177801","1499.69975980785","1572.89511144888","1658.76145488212","1694.75373885937","1736.41069126142","1838.33512424602","1900.69035911719","1903.37252054744","1858.40351084752","1901.31593855859","1898.71202766142","1956.96398137747","1954.55879218933","","",
"Caribbean small states","CSS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","505.751941863104","514.99678847205","547.403234790216","571.743197345549","623.195876015594","671.188193793385","721.56025573042","788.558345852135","863.634257642227","841.265998568201","964.46669180438","1008.29993658833","1052.80235760304","1117.99259283736","1004.26559978736","1075.23624611256","1093.16372449236","1149.4275022449","1187.28489401694","1214.03330648921","1049.73690001957","904.545782675214","839.541837060164","897.227467617395","917.839349322504","973.038615210875","1039.23200827313","1045.11065267523","1080.90731596553","1138.90821151831","1159.21915958718","1186.72739334832","1194.93488848746","1176.35232032226","1155.13186512237","1225.6989876631","1298.64801117826","1317.15546499946","1326.40645554985","1293.67067048115","1322.28616946776","1368.81822215675","1425.47792058177","","",
